transaction_id,account_id,OpeningDate_ID,TransactionDate_ID,Amount
4,4,1322,246,463.13
4,4,1322,246,463.13
334,4,1322,931,356.6
334,4,1322,931,356.6
813,4,1322,496,87.79
813,4,1322,496,87.79
8,8,310,873,256.62
200,8,310,832,176.63
277,8,310,1083,392.1
390,8,310,167,460.77
485,8,310,524,186.9
612,8,310,1108,81.21
703,8,310,878,149.9
9,9,895,1243,272.21
829,9,895,85,406.52
11,11,1029,1033,369.25
11,11,1029,1033,369.25
11,11,1029,1033,369.25
544,11,1029,238,257.96
544,11,1029,238,257.96
544,11,1029,238,257.96
629,11,1029,691,128.35
629,11,1029,691,128.35
629,11,1029,691,128.35
960,11,1029,571,40.51
960,11,1029,571,40.51
960,11,1029,571,40.51
12,12,982,641,295.89
237,12,982,11,266.18
814,12,982,597,211.13
956,12,982,1267,464.51
13,13,1039,1160,344.01
13,13,1039,1160,344.01
13,13,1039,1160,344.01
260,13,1039,1271,365.0
260,13,1039,1271,365.0
260,13,1039,1271,365.0
569,13,1039,1141,429.33
569,13,1039,1141,429.33
569,13,1039,1141,429.33
15,14,212,61,452.34
377,14,212,1275,416.18
540,14,212,37,218.65
595,14,212,754,336.35
657,14,212,153,245.28
699,14,212,796,372.74
16,15,602,1188,416.56
606,15,602,622,149.04
614,15,602,278,296.87
648,15,602,213,384.3
18,17,375,851,355.49
430,17,375,1440,252.03
440,17,375,1027,345.24
483,17,375,832,337.16
740,17,375,558,438.4
809,17,375,415,71.1
19,18,1195,465,56.89
183,18,1195,342,226.41
230,18,1195,843,352.55
383,18,1195,347,84.42
677,18,1195,1,160.37
20,19,512,842,40.97
173,19,512,1220,259.35
294,19,512,1315,155.91
376,19,512,381,326.82
426,19,512,1294,294.51
515,19,512,780,447.2
874,19,512,529,343.63
22,21,978,867,68.11
181,21,978,1365,410.85
367,21,978,764,263.58
536,21,978,869,350.94
971,21,978,663,50.48
985,21,978,391,488.42
23,22,1180,391,125.53
98,22,1180,865,296.84
710,22,1180,1092,50.37
769,22,1180,39,175.05
819,22,1180,1283,21.32
25,24,671,315,236.09
25,24,671,315,236.09
25,24,671,315,236.09
25,24,671,315,236.09
217,24,671,168,421.38
217,24,671,168,421.38
217,24,671,168,421.38
217,24,671,168,421.38
323,24,671,173,316.0
323,24,671,173,316.0
323,24,671,173,316.0
323,24,671,173,316.0
391,24,671,385,288.83
391,24,671,385,288.83
391,24,671,385,288.83
391,24,671,385,288.83
26,25,1484,1217,297.99
26,25,1484,1217,297.99
26,25,1484,1217,297.99
48,25,1484,1158,387.49
48,25,1484,1158,387.49
48,25,1484,1158,387.49
269,25,1484,1452,151.28
269,25,1484,1452,151.28
269,25,1484,1452,151.28
683,25,1484,777,468.99
683,25,1484,777,468.99
683,25,1484,777,468.99
963,25,1484,454,137.05
963,25,1484,454,137.05
963,25,1484,454,137.05
27,26,887,18,147.5
27,26,887,18,147.5
324,26,887,15,397.33
324,26,887,15,397.33
558,26,887,816,109.41
558,26,887,816,109.41
716,26,887,102,375.37
716,26,887,102,375.37
822,26,887,1129,48.55
822,26,887,1129,48.55
915,26,887,1343,480.59
915,26,887,1343,480.59
29,28,1223,870,351.38
149,28,1223,1454,125.33
636,28,1223,1192,217.2
30,29,867,1414,403.71
669,29,867,251,69.98
31,30,274,973,358.37
381,30,274,867,393.97
697,30,274,819,44.05
976,30,274,1212,438.42
32,31,694,1043,140.67
32,31,694,1043,140.67
116,31,694,885,466.19
116,31,694,885,466.19
158,31,694,1373,90.2
158,31,694,1373,90.2
680,31,694,588,267.72
680,31,694,588,267.72
853,31,694,1214,375.89
853,31,694,1214,375.89
34,33,1356,259,93.16
34,33,1356,259,93.16
34,33,1356,259,93.16
213,33,1356,469,217.1
213,33,1356,469,217.1
213,33,1356,469,217.1
396,33,1356,372,251.96
396,33,1356,372,251.96
396,33,1356,372,251.96
473,33,1356,137,338.91
473,33,1356,137,338.91
473,33,1356,137,338.91
690,33,1356,394,214.98
690,33,1356,394,214.98
690,33,1356,394,214.98
691,33,1356,1093,381.46
691,33,1356,1093,381.46
691,33,1356,1093,381.46
877,33,1356,124,461.68
877,33,1356,124,461.68
877,33,1356,124,461.68
941,33,1356,1422,266.13
941,33,1356,1422,266.13
941,33,1356,1422,266.13
37,36,781,1151,30.0
37,36,781,1151,30.0
250,36,781,1054,85.33
250,36,781,1054,85.33
332,36,781,342,184.27
332,36,781,342,184.27
385,36,781,1458,334.48
385,36,781,1458,334.48
468,36,781,342,447.32
468,36,781,342,447.32
799,36,781,1185,138.12
799,36,781,1185,138.12
882,36,781,181,498.69
882,36,781,181,498.69
957,36,781,1382,51.63
957,36,781,1382,51.63
38,37,447,1006,494.22
457,37,447,103,268.05
575,37,447,1367,280.85
577,37,447,1298,60.08
646,37,447,527,188.36
708,37,447,1165,469.8
739,37,447,938,328.19
39,38,1221,537,465.1
469,38,1221,106,29.91
940,38,1221,737,62.5
41,39,679,1064,105.12
41,39,679,1064,105.12
70,39,679,613,136.12
70,39,679,613,136.12
77,39,679,133,287.91
77,39,679,133,287.91
129,39,679,647,112.77
129,39,679,647,112.77
905,39,679,625,133.29
905,39,679,625,133.29
942,39,679,960,428.93
942,39,679,960,428.93
43,41,151,321,328.65
43,41,151,321,328.65
43,41,151,321,328.65
194,41,151,1043,181.16
194,41,151,1043,181.16
194,41,151,1043,181.16
262,41,151,775,411.8
262,41,151,775,411.8
262,41,151,775,411.8
458,41,151,1265,56.55
458,41,151,1265,56.55
458,41,151,1265,56.55
463,41,151,293,271.95
463,41,151,293,271.95
463,41,151,293,271.95
812,41,151,398,378.28
812,41,151,398,378.28
812,41,151,398,378.28
44,42,818,670,448.75
146,42,818,1482,105.76
331,42,818,29,396.48
462,42,818,446,134.8
721,42,818,7,405.08
964,42,818,618,291.47
47,45,676,62,167.84
47,45,676,62,167.84
47,45,676,62,167.84
84,45,676,1348,418.3
84,45,676,1348,418.3
84,45,676,1348,418.3
279,45,676,1280,346.83
279,45,676,1280,346.83
279,45,676,1280,346.83
414,45,676,930,213.23
414,45,676,930,213.23
414,45,676,930,213.23
931,45,676,410,195.41
931,45,676,410,195.41
931,45,676,410,195.41
50,46,1150,1446,227.4
171,46,1150,47,287.92
902,46,1150,405,432.41
53,48,1370,529,50.99
166,48,1370,1114,446.81
445,48,1370,1417,305.06
565,48,1370,194,482.11
586,48,1370,318,397.94
54,49,960,819,426.91
124,49,960,757,403.69
165,49,960,1071,343.52
247,49,960,88,174.73
428,49,960,1149,359.38
441,49,960,910,96.95
926,49,960,304,499.21
55,50,334,1091,86.29
120,50,334,444,486.72
164,50,334,1408,456.83
337,50,334,1012,320.2
57,52,226,407,271.18
412,52,226,507,149.3
617,52,226,1233,417.49
650,52,226,237,285.47
987,52,226,106,58.06
58,53,160,296,337.93
130,53,160,448,67.73
275,53,160,830,25.71
510,53,160,945,111.06
746,53,160,1328,164.82
972,53,160,422,287.54
60,55,1262,1217,299.22
333,55,1262,14,109.91
399,55,1262,582,46.84
887,55,1262,356,413.38
62,57,1099,1166,309.22
228,57,1099,1244,78.04
263,57,1099,30,170.94
559,57,1099,1227,178.26
820,57,1099,1242,499.36
841,57,1099,385,152.3
916,57,1099,1160,75.34
63,58,339,328,381.28
442,58,339,565,386.17
499,58,339,1115,421.41
546,58,339,1143,371.31
67,61,614,959,298.4
109,61,614,903,276.47
225,61,614,285,306.9
387,61,614,1361,389.89
767,61,614,707,403.99
980,61,614,73,452.94
68,62,1200,710,132.43
251,62,1200,33,445.89
608,62,1200,248,163.08
759,62,1200,1149,63.38
69,63,253,1269,490.26
123,63,253,1431,75.93
725,63,253,1452,350.19
71,64,1215,72,67.63
224,64,1215,1471,322.46
448,64,1215,1458,256.19
634,64,1215,456,172.5
74,67,671,1466,381.9
85,67,671,4,112.4
180,67,671,929,373.98
293,67,671,591,420.1
298,67,671,1162,419.84
497,67,671,719,147.12
507,67,671,828,447.55
728,67,671,1081,153.95
76,69,1283,1001,364.14
706,69,1283,692,143.86
868,69,1283,1086,54.28
78,70,798,989,57.33
308,70,798,1132,436.38
665,70,798,928,301.47
82,74,83,1300,61.79
82,74,83,1300,61.79
368,74,83,1261,23.07
368,74,83,1261,23.07
406,74,83,672,259.24
406,74,83,672,259.24
86,56,614,1137,259.17
317,56,614,727,146.72
982,56,614,825,268.3
87,76,392,1139,188.5
274,76,392,651,241.7
466,76,392,1106,409.38
491,76,392,928,100.25
770,76,392,523,420.79
951,76,392,129,137.52
1000,76,392,655,115.48
90,79,133,997,257.1
90,79,133,997,257.1
90,79,133,997,257.1
90,79,133,997,257.1
90,79,133,997,257.1
386,79,133,249,332.85
386,79,133,249,332.85
386,79,133,249,332.85
386,79,133,249,332.85
386,79,133,249,332.85
423,79,133,1374,39.69
423,79,133,1374,39.69
423,79,133,1374,39.69
423,79,133,1374,39.69
423,79,133,1374,39.69
93,81,125,1413,53.02
147,81,125,503,142.73
313,81,125,1148,161.43
471,81,125,5,60.95
555,81,125,1203,243.5
651,81,125,329,37.57
95,35,756,644,308.31
870,35,756,496,205.89
896,35,756,792,354.18
102,85,1359,1088,468.81
150,85,1359,244,333.96
175,85,1359,996,286.83
449,85,1359,521,94.04
103,86,117,1494,330.91
326,86,117,969,288.33
327,86,117,178,474.14
568,86,117,836,63.97
909,86,117,687,495.55
107,89,509,1350,70.81
476,89,509,913,227.09
503,89,509,857,200.51
567,89,509,1378,175.91
108,90,366,1413,157.92
108,90,366,1413,157.92
839,90,366,1408,347.3
839,90,366,1408,347.3
953,90,366,314,112.51
953,90,366,314,112.51
110,91,1176,504,284.4
270,91,1176,869,300.94
432,91,1176,1162,336.68
722,91,1176,1414,54.73
779,91,1176,91,264.39
968,91,1176,274,329.84
111,92,893,878,346.07
111,92,893,878,346.07
329,92,893,403,321.25
329,92,893,403,321.25
865,92,893,1034,244.97
865,92,893,1034,244.97
921,92,893,634,462.68
921,92,893,634,462.68
112,93,1356,863,428.25
112,93,1356,863,428.25
112,93,1356,863,428.25
273,93,1356,139,23.87
273,93,1356,139,23.87
273,93,1356,139,23.87
477,93,1356,1214,98.26
477,93,1356,1214,98.26
477,93,1356,1214,98.26
597,93,1356,846,306.87
597,93,1356,846,306.87
597,93,1356,846,306.87
787,93,1356,256,280.39
787,93,1356,256,280.39
787,93,1356,256,280.39
810,93,1356,325,57.84
810,93,1356,325,57.84
810,93,1356,325,57.84
836,93,1356,512,481.91
836,93,1356,512,481.91
836,93,1356,512,481.91
118,96,1446,1100,358.7
218,96,1446,1392,204.48
257,96,1446,1380,243.54
756,96,1446,107,117.9
861,96,1446,22,99.57
119,97,466,632,119.2
202,97,466,438,47.27
227,97,466,314,476.38
627,97,466,442,99.94
122,66,880,607,252.67
122,66,880,607,252.67
523,66,880,1092,331.85
523,66,880,1092,331.85
643,66,880,397,269.25
643,66,880,397,269.25
125,98,169,990,422.41
125,98,169,990,422.41
125,98,169,990,422.41
220,98,169,890,477.79
220,98,169,890,477.79
220,98,169,890,477.79
126,99,579,532,29.89
126,99,579,532,29.89
447,99,579,1470,268.32
447,99,579,1470,268.32
528,99,579,1131,414.79
528,99,579,1131,414.79
955,99,579,267,343.17
955,99,579,267,343.17
127,100,305,1447,117.45
584,100,305,693,143.18
891,100,305,1113,431.8
131,101,136,1487,274.29
346,101,136,243,461.82
132,102,948,1494,83.27
132,102,948,1494,83.27
132,102,948,1494,83.27
188,102,948,610,224.65
188,102,948,610,224.65
188,102,948,610,224.65
297,102,948,609,151.77
297,102,948,609,151.77
297,102,948,609,151.77
681,102,948,234,314.01
681,102,948,234,314.01
681,102,948,234,314.01
134,73,433,156,23.42
134,73,433,156,23.42
256,73,433,1146,172.12
256,73,433,1146,172.12
282,73,433,270,383.12
282,73,433,270,383.12
805,73,433,1178,319.84
805,73,433,1178,319.84
917,73,433,1334,137.11
917,73,433,1334,137.11
139,47,497,560,209.07
866,47,497,507,35.55
141,3,261,1221,98.53
141,3,261,1221,98.53
141,3,261,1221,98.53
209,3,261,374,266.37
209,3,261,374,266.37
209,3,261,374,266.37
348,3,261,729,193.47
348,3,261,729,193.47
348,3,261,729,193.47
518,3,261,1497,110.55
518,3,261,1497,110.55
518,3,261,1497,110.55
867,3,261,997,97.69
867,3,261,997,97.69
867,3,261,997,97.69
142,107,879,30,443.67
162,107,879,96,25.87
242,107,879,540,180.71
418,107,879,692,319.03
750,107,879,1450,458.76
143,108,587,723,168.12
216,108,587,143,407.5
235,108,587,616,122.48
878,108,587,1477,150.94
952,108,587,647,280.95
145,109,858,265,240.81
145,109,858,265,240.81
854,109,858,260,486.32
854,109,858,260,486.32
148,110,1161,594,346.25
232,110,1161,1017,49.09
261,110,1161,1050,88.95
949,110,1161,70,154.29
151,111,1249,1122,68.9
310,111,1249,730,463.22
339,111,1249,1273,174.1
427,111,1249,600,97.28
654,111,1249,1488,369.02
688,111,1249,994,298.15
977,111,1249,446,411.27
154,112,1276,1323,408.34
360,112,1276,417,35.57
801,112,1276,497,45.34
946,112,1276,471,29.98
159,114,1359,1174,28.16
252,114,1359,8,481.43
299,114,1359,304,185.11
711,114,1359,951,368.28
163,117,989,851,21.89
163,117,989,851,21.89
735,117,989,1012,224.77
735,117,989,1012,224.77
167,118,309,488,28.79
488,118,309,878,221.66
168,119,170,76,184.23
392,119,170,95,169.59
802,119,170,1097,166.31
925,119,170,1347,356.26
962,119,170,268,297.7
983,119,170,1357,388.27
169,120,743,2,479.09
169,120,743,2,479.09
221,120,743,1108,425.4
221,120,743,1108,425.4
241,120,743,829,399.36
241,120,743,829,399.36
301,120,743,1076,63.04
301,120,743,1076,63.04
338,120,743,1293,275.7
338,120,743,1293,275.7
446,120,743,793,82.96
446,120,743,793,82.96
170,7,244,631,352.98
336,7,244,152,128.3
526,7,244,564,296.02
610,7,244,109,264.1
929,7,244,160,195.26
978,7,244,1054,311.09
174,121,428,1088,405.6
369,121,428,510,271.41
424,121,428,1429,328.36
753,121,428,667,81.57
765,121,428,191,321.71
176,122,973,1392,322.43
195,122,973,1237,98.15
621,122,973,154,431.9
824,122,973,1008,116.77
857,122,973,1295,45.15
177,123,1116,1057,78.28
470,123,1116,51,280.67
178,78,439,755,408.78
178,78,439,755,408.78
502,78,439,175,180.25
502,78,439,175,180.25
723,78,439,274,221.87
723,78,439,274,221.87
186,77,1333,846,258.17
192,129,821,132,279.22
328,129,821,557,123.46
724,129,821,1396,330.56
193,130,507,912,401.65
417,130,507,975,480.38
793,130,507,1144,405.47
875,130,507,974,199.47
893,130,507,1381,104.89
947,130,507,1065,85.43
196,131,113,479,320.55
556,131,113,797,481.86
826,131,113,1233,378.88
904,131,113,1112,171.76
201,133,958,787,253.14
456,133,958,1466,53.41
207,132,163,26,79.55
566,132,163,144,426.9
591,132,163,918,460.51
682,132,163,1192,419.19
862,132,163,387,273.01
932,132,163,720,342.17
208,87,327,151,35.23
208,87,327,151,35.23
208,87,327,151,35.23
933,87,327,457,185.92
933,87,327,457,185.92
933,87,327,457,185.92
210,135,789,578,63.76
210,135,789,578,63.76
229,135,789,1328,111.97
229,135,789,1328,111.97
246,135,789,513,378.17
246,135,789,513,378.17
343,135,789,1008,406.15
343,135,789,1008,406.15
349,135,789,403,229.41
349,135,789,403,229.41
361,135,789,638,254.0
361,135,789,638,254.0
496,135,789,52,499.74
496,135,789,52,499.74
694,135,789,363,307.95
694,135,789,363,307.95
744,135,789,284,438.99
744,135,789,284,438.99
938,135,789,274,192.76
938,135,789,274,192.76
219,138,1206,1109,313.8
219,138,1206,1109,313.8
219,138,1206,1109,313.8
542,138,1206,1281,56.06
542,138,1206,1281,56.06
542,138,1206,1281,56.06
849,138,1206,1426,168.52
849,138,1206,1426,168.52
849,138,1206,1426,168.52
222,139,1018,423,80.8
222,139,1018,423,80.8
222,139,1018,423,80.8
782,139,1018,615,364.72
782,139,1018,615,364.72
782,139,1018,615,364.72
231,115,962,296,432.29
255,115,962,248,460.21
626,115,962,81,375.34
818,115,962,1323,494.63
233,27,1398,348,64.83
804,27,1398,538,107.09
959,27,1398,292,76.52
238,140,1171,651,118.19
238,140,1171,651,118.19
238,140,1171,651,118.19
663,140,1171,1272,100.57
663,140,1171,1272,100.57
663,140,1171,1272,100.57
825,140,1171,26,173.35
825,140,1171,26,173.35
825,140,1171,26,173.35
240,142,883,1427,77.54
873,142,883,578,206.36
243,143,264,1196,164.47
846,143,264,1418,303.79
245,82,1193,1162,174.11
245,82,1193,1162,174.11
245,82,1193,1162,174.11
302,82,1193,1091,229.83
302,82,1193,1091,229.83
302,82,1193,1091,229.83
304,82,1193,1210,388.07
304,82,1193,1210,388.07
304,82,1193,1210,388.07
253,144,1402,1209,239.09
253,144,1402,1209,239.09
318,144,1402,383,93.05
318,144,1402,383,93.05
365,144,1402,401,406.71
365,144,1402,401,406.71
254,145,263,1412,269.26
254,145,263,1412,269.26
271,145,263,861,380.93
271,145,263,861,380.93
311,145,263,209,422.89
311,145,263,209,422.89
389,145,263,1233,48.36
389,145,263,1233,48.36
436,145,263,694,394.14
436,145,263,694,394.14
509,145,263,525,365.94
509,145,263,525,365.94
907,145,263,1263,70.46
907,145,263,1263,70.46
258,146,931,810,454.61
454,146,931,1315,272.3
517,146,931,1121,447.89
673,146,931,651,457.32
705,146,931,792,460.47
264,147,280,106,69.89
285,147,280,1267,438.4
622,147,280,159,314.26
266,148,484,365,299.31
284,148,484,385,423.27
628,148,484,410,303.8
268,150,1147,432,162.0
268,150,1147,432,162.0
268,150,1147,432,162.0
513,150,1147,887,256.33
513,150,1147,887,256.33
513,150,1147,887,256.33
794,150,1147,1179,113.28
794,150,1147,1179,113.28
794,150,1147,1179,113.28
280,151,772,1324,111.3
730,151,772,606,439.47
742,151,772,1101,152.27
913,151,772,668,232.51
281,149,681,1499,72.82
315,149,681,869,296.78
378,149,681,320,330.62
527,149,681,1362,473.48
283,106,578,1287,345.01
737,106,578,96,499.43
751,106,578,434,253.72
786,106,578,1320,165.52
965,106,578,1350,276.04
291,126,983,575,185.4
291,126,983,575,185.4
625,126,983,1065,147.84
625,126,983,1065,147.84
830,126,983,96,205.97
830,126,983,96,205.97
295,152,1359,1256,100.03
295,152,1359,1256,100.03
295,152,1359,1256,100.03
763,152,1359,1463,425.53
763,152,1359,1463,425.53
763,152,1359,1463,425.53
303,154,813,583,437.18
419,154,813,385,404.93
512,154,813,370,108.9
603,154,813,992,447.97
815,154,813,1094,367.84
314,157,414,1311,275.86
314,157,414,1311,275.86
314,157,414,1311,275.86
798,157,414,164,278.74
798,157,414,164,278.74
798,157,414,164,278.74
321,124,889,1468,202.62
342,124,889,1292,487.49
482,124,889,166,394.32
583,124,889,1279,343.51
590,124,889,198,155.67
981,124,889,556,108.92
347,161,372,199,345.59
347,161,372,199,345.59
347,161,372,199,345.59
535,161,372,397,212.75
535,161,372,397,212.75
535,161,372,397,212.75
355,6,857,169,133.73
362,6,857,56,224.95
720,6,857,1477,355.71
729,6,857,1022,459.81
359,164,383,164,375.24
359,164,383,164,375.24
359,164,383,164,375.24
479,164,383,576,116.7
479,164,383,576,116.7
479,164,383,576,116.7
632,164,383,677,397.28
632,164,383,677,397.28
632,164,383,677,397.28
649,164,383,1418,271.14
649,164,383,1418,271.14
649,164,383,1418,271.14
363,165,1376,539,22.8
363,165,1376,539,22.8
363,165,1376,539,22.8
371,165,1376,270,232.37
371,165,1376,270,232.37
371,165,1376,270,232.37
687,165,1376,721,475.03
687,165,1376,721,475.03
687,165,1376,721,475.03
997,165,1376,362,484.0
997,165,1376,362,484.0
997,165,1376,362,484.0
372,160,700,1321,468.14
372,160,700,1321,468.14
885,160,700,863,29.94
885,160,700,863,29.94
979,160,700,689,61.01
979,160,700,689,61.01
991,160,700,1347,360.28
991,160,700,1347,360.28
375,153,226,432,303.86
375,153,226,432,303.86
375,153,226,432,303.86
487,153,226,1167,352.65
487,153,226,1167,352.65
487,153,226,1167,352.65
601,153,226,999,270.43
601,153,226,999,270.43
601,153,226,999,270.43
672,153,226,891,279.09
672,153,226,891,279.09
672,153,226,891,279.09
945,153,226,195,496.21
945,153,226,195,496.21
945,153,226,195,496.21
380,168,301,976,225.28
380,168,301,976,225.28
768,168,301,276,61.58
768,168,301,276,61.58
393,169,73,969,483.56
400,169,73,941,144.38
554,169,73,1163,194.16
576,169,73,395,196.15
850,169,73,670,182.03
398,170,899,813,82.62
475,170,899,1359,221.71
493,170,899,613,330.1
524,170,899,457,198.58
645,170,899,1206,273.08
658,170,899,557,230.88
661,170,899,1368,160.14
903,170,899,196,183.25
973,170,899,252,425.05
407,159,243,849,141.26
407,159,243,849,141.26
407,159,243,849,141.26
623,159,243,1189,436.82
623,159,243,1189,436.82
623,159,243,1189,436.82
777,159,243,1423,184.9
777,159,243,1423,184.9
777,159,243,1423,184.9
409,171,1136,154,173.43
409,171,1136,154,173.43
409,171,1136,154,173.43
415,171,1136,1349,349.89
415,171,1136,1349,349.89
415,171,1136,1349,349.89
438,171,1136,735,348.35
438,171,1136,735,348.35
438,171,1136,735,348.35
761,171,1136,1162,237.52
761,171,1136,1162,237.52
761,171,1136,1162,237.52
911,171,1136,41,477.01
911,171,1136,41,477.01
911,171,1136,41,477.01
411,104,799,849,175.83
630,104,799,60,273.11
789,104,799,214,387.54
422,71,1482,480,207.53
422,71,1482,480,207.53
422,71,1482,480,207.53
538,71,1482,412,391.2
538,71,1482,412,391.2
538,71,1482,412,391.2
695,71,1482,886,349.73
695,71,1482,886,349.73
695,71,1482,886,349.73
707,71,1482,91,304.73
707,71,1482,91,304.73
707,71,1482,91,304.73
995,71,1482,156,31.22
995,71,1482,156,31.22
995,71,1482,156,31.22
429,172,425,1205,352.67
429,172,425,1205,352.67
429,172,425,1205,352.67
872,172,425,356,54.83
872,172,425,356,54.83
872,172,425,356,54.83
431,173,244,1198,87.19
492,173,244,897,451.04
655,173,244,213,195.62
783,173,244,570,461.45
892,173,244,835,372.59
433,174,499,34,117.2
547,174,499,683,327.44
443,176,222,1143,363.68
521,176,222,84,84.98
733,176,222,953,288.39
444,136,1439,1054,49.79
484,136,1439,1378,482.81
594,136,1439,1268,346.16
906,136,1439,493,272.05
923,136,1439,75,34.46
451,95,691,41,206.23
451,95,691,41,206.23
451,95,691,41,206.23
451,95,691,41,206.23
689,95,691,1490,486.54
689,95,691,1490,486.54
689,95,691,1490,486.54
689,95,691,1490,486.54
780,95,691,1246,116.87
780,95,691,1246,116.87
780,95,691,1246,116.87
780,95,691,1246,116.87
828,95,691,1131,375.91
828,95,691,1131,375.91
828,95,691,1131,375.91
828,95,691,1131,375.91
860,95,691,74,255.19
860,95,691,74,255.19
860,95,691,74,255.19
860,95,691,74,255.19
864,95,691,367,130.18
864,95,691,367,130.18
864,95,691,367,130.18
864,95,691,367,130.18
464,166,876,823,166.03
784,166,876,305,495.3
472,156,1,700,330.14
548,156,1,775,60.05
676,156,1,366,55.73
791,156,1,232,100.34
807,156,1,1216,271.67
924,156,1,94,368.39
950,156,1,1216,329.5
478,177,1384,810,69.6
852,177,1384,860,250.75
914,177,1384,786,143.16
486,178,1035,285,289.72
486,178,1035,285,289.72
778,178,1035,1407,171.77
778,178,1035,1407,171.77
890,178,1035,554,255.18
890,178,1035,554,255.18
494,180,1103,942,382.19
531,180,1103,1379,417.56
552,180,1103,308,472.21
803,180,1103,273,136.9
967,180,1103,924,272.85
495,181,1429,671,157.69
668,181,1429,1387,207.68
919,181,1429,273,464.69
549,185,792,1339,478.11
549,185,792,1339,478.11
549,185,792,1339,478.11
551,186,1097,418,465.86
685,186,1097,1204,180.31
718,186,1097,44,98.94
553,187,890,1419,140.99
592,187,890,270,202.06
560,184,219,95,323.57
580,189,676,231,123.56
927,189,676,60,214.46
936,189,676,1469,85.14
589,190,1415,1042,420.75
589,190,1415,1042,420.75
589,190,1415,1042,420.75
666,190,1415,470,393.86
666,190,1415,470,393.86
666,190,1415,470,393.86
776,190,1415,145,466.84
776,190,1415,145,466.84
776,190,1415,145,466.84
899,190,1415,445,74.05
899,190,1415,445,74.05
899,190,1415,445,74.05
609,191,689,1153,229.77
609,191,689,1153,229.77
609,191,689,1153,229.77
781,191,689,1278,35.78
781,191,689,1278,35.78
781,191,689,1278,35.78
833,191,689,577,362.98
833,191,689,577,362.98
833,191,689,577,362.98
611,192,1378,1274,344.12
871,192,1378,39,235.7
618,60,285,1294,164.26
652,60,285,615,336.6
635,193,580,919,107.07
879,193,580,379,53.28
638,16,533,1155,241.14
638,16,533,1155,241.14
638,16,533,1155,241.14
656,194,1053,1057,198.72
656,194,1053,1057,198.72
656,194,1053,1057,198.72
918,194,1053,694,431.4
918,194,1053,694,431.4
918,194,1053,694,431.4
698,175,39,483,249.22
758,175,39,1412,442.31
745,196,359,242,291.71
745,196,359,242,291.71
757,196,359,511,467.19
757,196,359,511,467.19
845,196,359,661,53.36
845,196,359,661,53.36
994,196,359,108,499.3
994,196,359,108,499.3
762,197,478,504,246.77
796,197,478,1095,375.39
808,198,1332,1278,345.14
838,198,1332,1308,230.93
898,182,330,284,123.69
935,113,540,1439,317.19
935,113,540,1439,317.19
935,113,540,1439,317.19
966,127,1471,75,252.36
966,127,1471,75,252.36
